PMID,Title,Authors,First Author,Journal/Book,Publication Year,Create Date
32816805,"Heterogeneous trends in burden of heart disease mortality by subtypes in the United States, 1999-2018: observational analysis of vital statistics","Shah NS, Molsberry R, Rana JS, Sidney S, Capewell S, O'Flaherty M, Carnethon M, Lloyd-Jones DM, Khan SS.",Shah NS,BMJ,2020,21-08-2020
16245992,Heart disease among children with HIV/AIDS attending the paediatric infectious disease clinic at Mulago Hospital,"Lubega S, Zirembuzi GW, Lwabi P.",Lubega S,Afr Health Sci,2005,26-10-2005
12198752,"Understanding the Mediterranean diet. Could this be the new ""gold standard"" for heart disease prevention?","Curtis BM, O'Keefe JH Jr.",Curtis BM,Postgrad Med,2002,30-08-2002
25270822,Congenital heart disease in pregnancy in a low-income country,"Arora N, Kausar H, Jana N, Mandal S, Mukherjee D, Mukherjee R.",Arora N,Int J Gynaecol Obstet,2015,02-10-2014
3048829,The old-age heart: normal aging changes which can produce or mimic cardiac disease,Waller BF.,Waller BF,Clin Cardiol,1988,01-08-1988
19081390,Planning the specialized care of adult congenital heart disease patients: from numbers to guidelines; an epidemiologic approach,"Marelli AJ, Therrien J, Mackie AS, Ionescu-Ittu R, Pilote L.",Marelli AJ,Am Heart J,2009,17-12-2008
25042411,Echocardiography: profiling of the athlete's heart,"Paterick TE, Gordon T, Spiegel D.",Paterick TE,J Am Soc Echocardiogr,2014,22-07-2014
35850665,Can the WHO 's recommendations of physical activity volume decrease the risk of heart disease in middle and older aged Chinese People: the evidence from a seven year longitudinal survey,"Ding M, Zhou Y, Li C, Li W, Jia N, Dong X.",Ding M,BMC Geriatr,2022,19-07-2022
30947872,The Liver in Circulatory Disturbances,"Hilscher MB, Kamath PS.",Hilscher MB,Clin Liver Dis,2019,06-04-2019
38467312,Evolving Role of Three-Dimensional Echocardiography for Right Ventricular Volume Analysis in Pediatric Heart Disease: Literature Review and Clinical Applications,"Ferraro AM, Harrild DM, Powell AJ, Levy PT, Marx GR.",Ferraro AM,J Am Soc Echocardiogr,2024,11-03-2024
34064539,The Future of Women and Heart Disease in a Pandemic Era: Let's Learn from the Past,Steinbaum S.,Steinbaum S,Medicina (Kaunas),2021,02-06-2021
17684407,The genetics of lipoprotein metabolism and heart disease,Tai ES.,Tai ES,Forum Nutr,2007,09-08-2007
23290155,Pregnancy and delivery in cardiac disease,"Ruys TP, Cornette J, Roos-Hesselink JW.",Ruys TP,J Cardiol,2013,08-01-2013
26690295,Sexual Activity and Heart Patients: A Contemporary Perspective,"Stein R, Sardinha A, Araújo CG.",Stein R,Can J Cardiol,2016,23-12-2015
23657125,Neuromodulation device therapy for treatment of hypertensive heart disease,"Todoran TM, Zile MR.",Todoran TM,Circ J,2013,10-05-2013
20583977,Potential targets for intervention in radiation-induced heart disease,"Boerma M, Hauer-Jensen M.",Boerma M,Curr Drug Targets,2010,30-06-2010
31272753,Cardiomegaly on chest radiographs as a predictor of heart disease in the pediatric population,"Dasgupta S, Kelleman M, Slesnick T, Oster ME.",Dasgupta S,Am J Emerg Med,2020,06-07-2019
3878619,Echocardiography. Acquired heart disease,"Bonagura JD, Herring DS.",Bonagura JD,Vet Clin North Am Small Anim Pract,1985,01-11-1985
22270287,Maternal cardiac disease: update for the clinician,Simpson LL.,Simpson LL,Obstet Gynecol,2012,25-01-2012
15833561,Geriatric heart diseases in dogs,Hamlin RL.,Hamlin RL,Vet Clin North Am Small Anim Pract,2005,19-04-2005
30051407,Cardiac Rehabilitation for Women,Bittner V.,Bittner V,Adv Exp Med Biol,2018,28-07-2018
1910836,Doppler assessment of pulmonary venous flow in healthy subjects and in patients with heart disease,"Klein AL, Tajik AJ.",Klein AL,J Am Soc Echocardiogr,1991,01-07-1991
23557607,Almanac 2012: Congenital Heart Disease. The National Society Journals Present selected research that has driven recent advances in clinical cardiology,"Burch M, Dedieu N.",Burch M,Hellenic J Cardiol,2013,06-04-2013
15986006,Echocardiography in adults with congenital heart disease,"Thaulow E, Lenes K.",Thaulow E,Minerva Cardioangiol,2005,30-06-2005
26148769,Natural history of coronary heart disease and heart disease of uncertain etiology: Findings from a 50-year population study,"Puddu PE, Menotti A.",Puddu PE,Int J Cardiol,2015,08-07-2015
23472869,Reprogramming toward heart regeneration: stem cells and beyond,"Aguirre A, Sancho-Martinez I, Izpisua Belmonte JC.",Aguirre A,Cell Stem Cell,2013,12-03-2013
28779863,Neurological Complications of Cardiac Disease,"Madan N, Carvalho KS.",Madan N,Semin Pediatr Neurol,2017,07-08-2017
15853600,Role of stents in congenital heart disease,"Qureshi SA, Sivasankaran S.",Qureshi SA,Expert Rev Cardiovasc Ther,2005,28-04-2005
22327180,"Restricting sports for athletes with heart disease: are we saving lives, avoiding lawsuits, or just promoting obesity and sedentary living?","Vaseghi M, Ackerman MJ, Mandapati R.",Vaseghi M,Pediatr Cardiol,2012,14-02-2012
16808550,Heart failure induced by non-cardiac drugs,"Slørdal L, Spigset O.",Slørdal L,Drug Saf,2006,01-07-2006
12235591,[Neurological complications in patients with heart disease],Palencia R.,Palencia R,Rev Neurol,2002,18-09-2002
15765888,Peroxisome proliferator-activated receptor alpha and hypertensive heart disease,"Goikoetxea MJ, Beaumont J, Díez J.",Goikoetxea MJ,Drugs,2004,16-03-2005
27981748,Acute effects of water immersion on heart rate variability in participants with heart disease,"Dionne A, Leone M, Goulet S, Andrich DE, Pérusse L, Comtois AS.",Dionne A,Clin Physiol Funct Imaging,2018,17-12-2016
12793706,Heart failure in the elderly,"Yamasaki N, Kitaoka H, Matsumura Y, Furuno T, Nishinaga M, Doi Y.",Yamasaki N,Intern Med,2003,10-06-2003
9668546,Diagnosis and management of iron-induced heart disease in Cooley's anemia,"Jessup M, Manno CS.",Jessup M,Ann N Y Acad Sci,1998,21-07-1998
30086692,[The Old-Age Heart],"Attenhofer Jost C, Müller P, Bertel O, Naegeli B, Scharf C, Wenaweser P, Amann FW.",Attenhofer Jost C,Praxis (Bern 1994),2018,09-08-2018
31295785,Sudden cardiac death: an update,"Isbister J, Semsarian C.",Isbister J,Intern Med J,2019,12-07-2019
8541962,Evaluation and recommendations for participation in athletics for children with heart disease,"Kaminer SJ, Hixon RL, Strong WB.",Kaminer SJ,Curr Opin Pediatr,1995,01-10-1995
30785870,Cardiac Arrest in the Pediatric Cardiac ICU: Is Medical Congenital Heart Disease a Predictor of Survival?,"Dhillon GS, Lasa JJ, Aggarwal V, Checchia PA, Bavare AC.",Dhillon GS,Pediatr Crit Care Med,2019,21-02-2019
21034543,Pregnancy outcomes in women with heart disease,"Liu H, Xu JW, Zhao XD, Ye TY, Lin JH, Lin QD.",Liu H,Chin Med J (Engl),2010,02-11-2010
12873775,Cardiac disease in pregnancy,"Bhatla N, Lal S, Behera G, Kriplani A, Mittal S, Agarwal N, Talwar KK.",Bhatla N,Int J Gynaecol Obstet,2003,23-07-2003
27999611,Poisson Mixture Regression Models for Heart Disease Prediction,"Mufudza C, Erol H.",Mufudza C,Comput Math Methods Med,2016,22-12-2016
21207194,The clinical and diagnostic significance of anti-myosin autoantibodies in cardiac disease,"Nussinovitch U, Shoenfeld Y.",Nussinovitch U,Clin Rev Allergy Immunol,2013,06-01-2011
20946064,Awareness of heart disease among female college students,"Muñoz LR, Etnyre A, Adams M, Herbers S, Witte A, Horlen C, Baynton S, Estrada R, Jones ME.",Muñoz LR,J Womens Health (Larchmt),2010,16-10-2010
24923277,Abdominal obesity is associated with heart disease in dogs,"Thengchaisri N, Theerapun W, Kaewmokul S, Sastravaha A.",Thengchaisri N,BMC Vet Res,2014,14-06-2014
29776810,Congenital heart disease in adults: Assessmentof functional capacity using cardiopulmonary exercise testing,"Aguiar Rosa S, Agapito A, Soares RM, Sousa L, Oliveira JA, Abreu A, Silva AS, Alves S, Aidos H, Pinto FF, Ferreira RC.",Aguiar Rosa S,Rev Port Cardiol (Engl Ed),2018,20-05-2018
20546788,Heart disease treatment and mortality in schizophrenia and bipolar disorder - changes in the Danish population between 1994 and 2006,"Laursen TM, Nordentoft M.",Laursen TM,J Psychiatr Res,2011,16-06-2010
8695466,Hypertension and heart disease,Fox K.,Fox K,Nurs Stand,1996,28-02-1996
8577194,Cardiovascular disease in elderly patients,"Duncan AK, Vittone J, Fleming KC, Smith HC.",Duncan AK,Mayo Clin Proc,1996,01-02-1996
3510234,Exercise: a risk for sudden death in patients with coronary heart disease,"Cobb LA, Weaver WD.",Cobb LA,J Am Coll Cardiol,1986,01-01-1986
24480110,Maternal-fetal attachment and prenatal diagnosis of heart disease,"Ruschel P, Zielinsky P, Grings C, Pimentel J, Azevedo L, Paniagua R, Nicoloso LH.",Ruschel P,Eur J Obstet Gynecol Reprod Biol,2014,01-02-2014
15068638,Embodying heart disease through drawings,Guillemin M.,Guillemin M,Health (London),2004,08-04-2004
33049738,Modern Radiotherapy and Risk of Cardiotoxicity,"Koutroumpakis E, Palaskas NL, Lin SH, Abe JI, Liao Z, Banchs J, Deswal A, Yusuf SW.",Koutroumpakis E,Chemotherapy,2020,13-10-2020
20978142,Biomarkers in kidney and heart disease,"Maisel AS, Katz N, Hillege HL, Shaw A, Zanco P, Bellomo R, Anand I, Anker SD, Aspromonte N, Bagshaw SM, Berl T, Bobek I, Cruz DN, Daliento L, Davenport A, Haapio M, House AA, Mankad S, McCullough P, Mebazaa A, Palazzuoli A, Ponikowski P, Ronco F, Sheinfeld G, Soni S, Vescovo G, Zamperetti N, Ronco C; Acute Dialysis Quality Initiative consensus group.",Maisel AS,Nephrol Dial Transplant,2011,28-10-2010
37677939,Infectious endocarditis without intracardiac devices or underlying structural heart disease,"Flores-Morales A, Jacobo-Ruvalcaba A, Acevedo-Meléndez AC, Fernández-Muñoz MJ, Carmona-Ruiz HA, Borrayo-Sánchez G, Chaparro-Sánchez A, Orihuela-Rodríguez Ó.",Flores-Morales A,Cir Cir,2023,07-09-2023
11976774,New ultrasound methods to quantify regional myocardial function in children with heart disease,"Weidemann F, Eyskens B, Sutherland GR.",Weidemann F,Pediatr Cardiol,2002,27-04-2002
31988687,Prevention and Treatment of Chemotherapy-Induced Cardiotoxicity,"Avila MS, Siqueira SRR, Ferreira SMA, Bocchi EA.",Avila MS,Methodist Debakey Cardiovasc J,2019,29-01-2020
29798811,Are defibrillators less useful in patients with non-ischemic heart disease?,"Marinheiro R, Parreira L, Amador P, Sá C, Duarte T, Fonseca M, Farinha J, Lopes C, Caria R.",Marinheiro R,Rev Port Cardiol (Engl Ed),2018,26-05-2018
12774166,"Mortality from heart disease in a cohort of 23,000 patients with insulin-treated diabetes","Laing SP, Swerdlow AJ, Slater SD, Burden AC, Morris A, Waugh NR, Gatling W, Bingley PJ, Patterson CC.",Laing SP,Diabetologia,2003,30-05-2003
19356540,Magnetic resonance spectroscopy in myocardial disease,"Hudsmith LE, Neubauer S.",Hudsmith LE,JACC Cardiovasc Imaging,2009,10-04-2009
16959590,Ethnicity and diabetic heart disease,"Dave JK, Kamdar VV.",Dave JK,Endocrinol Metab Clin North Am,2006,09-09-2006
23869480,Underlying heart disease and microbiological spectrum of adult infective endocarditis in one Chinese university hospital: a 10-year retrospective study,"Ma XZ, Li XY, Que CL, Lv Y.",Ma XZ,Intern Med J,2013,23-07-2013
28516823,Predictors of health-related quality of life in children with chronic heart disease,"Niemitz M, Gunst DCM, Hövels-Gürich HH, Hofbeck M, Kaulitz R, Galm C, Berger F, Nagdyman N, Stiller B, Borth-Bruhns T, Konzag I, Balmer C, Goldbeck L.",Niemitz M,Cardiol Young,2017,19-05-2017
36520796,"Etiology, characteristics and occurrence of heart diseases in rural Lesotho (ECHO-Lesotho): A retrospective echocardiography cohort study","Ndongala NJ, Maepa C, Nyondo E, Amstutz A, du Reau de la Gaignonnière B.",Ndongala NJ,PLoS One,2022,15-12-2022
22014498,Clinical cardiac magnetic resonance spectroscopy,"Holloway CJ, Suttie J, Dass S, Neubauer S.",Holloway CJ,Prog Cardiovasc Dis,2011,22-10-2011
24865516,Targeting the unfolded protein response in heart diseases,"Liu M, Dudley SC Jr.",Liu M,Expert Opin Ther Targets,2014,29-05-2014
18400530,Congenital heart disease in boxer dogs: results of 6 years of breed screening,"Bussadori C, Pradelli D, Borgarelli M, Chiavegato D, D'Agnolo G, Menegazzo L, Migliorini F, Santilli R, Zani A, Quintavalla C.",Bussadori C,Vet J,2009,11-04-2008
30254059,Improving adherence to medicines in people with heart disease,,,Drug Ther Bull,2018,27-09-2018
17486339,Metabolic imaging using PET,Kudo T.,Kudo T,Eur J Nucl Med Mol Imaging,2007,09-05-2007
2461656,Heart disease mortality among bridge and tunnel officers exposed to carbon monoxide,"Stern FB, Halperin WE, Hornung RW, Ringenburg VL, McCammon CS.",Stern FB,Am J Epidemiol,1988,01-12-1988
26297403,Using Cardiac Biomarkers in Veterinary Practice,Oyama MA.,Oyama MA,Clin Lab Med,2015,23-08-2015
19457522,[Contrast-enhanced magnetic resonance angiography in congenital heart disease],"Marín Rodríguez C, Alvaro EM, Sánchez Alegre ML, Martín YR, Carrasco JD.",Marín Rodríguez C,Radiologia,2009,22-05-2009
31971904,Functional Atrial Endocardial-Epicardial Dissociation in Patients With Structural Heart Disease Undergoing Cardiac Surgery,"Parameswaran R, Teuwen CP, Watts T, Nalliah CJ, Royse A, Goldblatt J, Larobina M, Sanders P, Kistler P, Orozco-Duque A, Lee G, Kalman JM.",Parameswaran R,JACC Clin Electrophysiol,2020,24-01-2020
19628470,Strategies for heart disease in sub-Saharan Africa,"Brink AJ, Aalbers J.",Brink AJ,Heart,2009,25-07-2009
3878191,Equine heart disease. An overview,Bonagura JD.,Bonagura JD,Vet Clin North Am Equine Pract,1985,01-08-1985
30238365,Animal Models and Cardiac Extracellular Matrix Research,Hacker TA.,Hacker TA,Adv Exp Med Biol,2018,22-09-2018
23151412,Hemodynamic adaptation to pregnancy in women with structural heart disease,"Cornette J, Ruys TP, Rossi A, Rizopoulos D, Takkenberg JJ, Karamermer Y, Opić P, Van den Bosch AE, Geleijnse ML, Duvekot JJ, Steegers EA, Roos-Hesselink JW.",Cornette J,Int J Cardiol,2013,16-11-2012
26311357,The Changing Epidemiology of Pediatric Endocarditis,"Elder RW, Baltimore RS.",Elder RW,Infect Dis Clin North Am,2015,28-08-2015
26360414,Intrapartum electrocardiogram alteration in fetuses with congenital heart disease: a case-control study,"Gay E, Bornallet G, Gaucherand P, Doret M.",Gay E,Eur J Obstet Gynecol Reprod Biol,2015,12-09-2015
14778013,Anticoagulant therapy in heart disease. A summary of the literature,MARPLE CD.,MARPLE CD,Calif Med,1950,01-11-1950
25352879,Childhood acquired heart disease in Nigeria: an echocardiographic study from three centres,"Wilson SE, Chinyere UC, Queennette D.",Wilson SE,Afr Health Sci,2014,30-10-2014
19589116,Ventricular tachycardia and ventricular fibrillation,"Srivathsan K, Ng DW, Mookadam F.",Srivathsan K,Expert Rev Cardiovasc Ther,2009,11-07-2009
15744183,Preventing and treating: heart disease in women,"Cheek D, Jensen L, Smith HM.",Cheek D,Nursing,2004,04-03-2005
9070966,"Toward molecular strategies for heart disease--past, present, future","Chien KR, Shimizu M, Hoshijima M, Minamisawa S, Grace AA.",Chien KR,Jpn Circ J,1997,01-02-1997
15616418,"Heart disease, comorbidity, and activity limitation in community-dwelling elderly","Oldridge NB, Stump TE.",Oldridge NB,Eur J Cardiovasc Prev Rehabil,2004,24-12-2004
30586432,"Heart diseases and echocardiography in rural Tanzania: Occurrence, characteristics, and etiologies of underappreciated cardiac pathologies","Raphael DM, Roos L, Myovela V, Mchomvu E, Namamba J, Kilindimo S, Gingo W, Hatz C, Paris DH, Weisser M, Kobza R, Rohacek M.",Raphael DM,PLoS One,2018,27-12-2018
18821645,Arthritis disability and heart disease disability,"Verbrugge LM, Juarez L.",Verbrugge LM,Arthritis Rheum,2008,30-09-2008
25836709,Cardiac evaluation of the newborn,"Fillipps DJ, Bucciarelli RL.",Fillipps DJ,Pediatr Clin North Am,2015,04-04-2015
28228632,[Physical and psychological characteristics of the community-dwelling elderly with heart disease],"Kera T, Kawai H, Yoshida H, Hirano H, Kojima M, Fujiwara Y, Ihara K, Obuchi S.",Kera T,Nihon Koshu Eisei Zasshi,2017,24-02-2017
24520672,[Clinical study of congenital heart disease accompanied by hypospadias],"Lin YH, Xiao Q, Wang JS, Jiang YG.",Lin YH,Zhonghua Nan Ke Xue,2014,14-02-2014
25465824,Cardiac manifestations of primary mitochondrial disorders,"Finsterer J, Kothari S.",Finsterer J,Int J Cardiol,2014,04-12-2014
16863893,The New York Heart Association Classes and functional status: what are we really measuring?,"Miller-Davis C, Marden S, Leidy NK.",Miller-Davis C,Heart Lung,2006,26-07-2006
2189308,Recognition and management of cardiovascular disease related to thyroid dysfunction,Ladenson PW.,Ladenson PW,Am J Med,1990,01-06-1990
14713315,The MacNew Heart Disease health-related quality of life instrument: a summary,"Höfer S, Lim L, Guyatt G, Oldridge N.",Höfer S,Health Qual Life Outcomes,2004,10-01-2004
26407327,"[The prevalence of symptomatic infantile heart disease at Louga Regional Hospital, Senegal]","Ngouala GA, Affangla DA, Leye M, Kane A.",Ngouala GA,Cardiovasc J Afr,2015,26-09-2015
11060950,Patients with cardiac disease: considerations for the dental practitioner,"Jowett NI, Cabot LB.",Jowett NI,Br Dent J,2000,04-11-2000
26380290,Identification and Progression of Heart Disease Risk Factors in Diabetic Patients from Longitudinal Electronic Health Records,"Jonnagaddala J, Liaw ST, Ray P, Kumar M, Dai HJ, Hsu CY.",Jonnagaddala J,Biomed Res Int,2015,18-09-2015
